date,region,pm25_region_daily_avg,fire_count_50km_avg,fire_count_100km_avg,frp_sum_100km_avg,min_fire_distance_km,min_fire_distance_missing,longitude_x,latitude_y,month,day,max_temp_degc,min_temp_degc,mean_temp_degc,heat_deg_days_degc,cool_deg_days_degc,total_rain_mm,total_snow_cm,total_precip_mm,snow_on_grnd_cm,dir_of_max_gust_10s_deg,spd_of_max_gust_km_h,year,dir_of_max_gust_deg,pm25_label
2020-01-01,Algoma District,3.208333333333333,0.0,0.0,0.0,1121.1647374762017,0.0,-84.515,46.485,1.0,1.0,-0.7,-5.15,-2.9,20.9,0.0,0.0,0.4,0.1,24.0,27.5,41.0,2020.0,275.0,7.083333333333333
2020-01-02,Algoma District,7.083333333333333,0.0,0.0,0.0,2495.686088119716,0.0,-84.515,46.485,1.0,2.0,1.95,-4.449999999999999,-1.25,19.25,0.0,1.6,1.0,2.2,22.5,28.0,33.0,2020.0,280.0,2.875
2020-01-03,Algoma District,2.875,0.0,0.0,0.0,2506.1333947438666,0.0,-84.515,46.485,1.0,3.0,1.4,-1.9,-0.25,18.25,0.0,0.0,0.2,0.25,19.0,28.5,39.5,2020.0,285.0,2.5
2020-01-04,Algoma District,2.5,0.0,0.0,0.0,953.8291957260144,0.0,-84.515,46.485,1.0,4.0,-1.5,-3.75,-2.65,20.65,0.0,0.0,2.8,1.8,18.5,32.0,36.0,2020.0,320.0,3.458333333333333
2020-01-05,Algoma District,3.458333333333333,0.0,0.0,0.0,1376.6363554159589,0.0,-84.515,46.485,1.0,5.0,-0.1,-4.300000000000001,-2.2,20.200000000000003,0.0,0.0,14.6,9.55,21.5,29.5,52.0,2020.0,295.0,4.291666666666667
2020-01-06,Algoma District,4.291666666666667,0.0,0.0,0.0,1089.2075822242073,0.0,-84.515,46.485,1.0,6.0,-0.3,-9.25,-4.800000000000001,22.8,0.0,0.0,11.4,4.2,28.5,29.0,63.5,2020.0,290.0,4.5
2020-01-07,Algoma District,4.5,0.0,0.0,0.0,1265.3009105105907,0.0,-84.515,46.485,1.0,7.0,1.2,-10.5,-4.65,22.65,0.0,0.0,4.6,1.9,31.0,30.5,56.5,2020.0,305.0,2.708333333333333
2020-01-08,Algoma District,2.708333333333333,0.0,0.0,0.0,2889.849345918657,0.0,-84.515,46.485,1.0,8.0,-7.550000000000001,-13.8,-10.65,28.65,0.0,0.0,5.4,2.25,31.5,32.5,57.0,2020.0,325.0,3.25
2020-01-09,Algoma District,3.25,0.0,0.0,0.0,2343.995175361912,0.0,-84.515,46.485,1.0,9.0,0.3,-13.3,-6.5,24.5,0.0,1.0,0.0,1.25,32.5,13.5,52.0,2020.0,135.0,7.791666666666667
2020-01-10,Algoma District,7.791666666666667,0.0,0.0,0.0,1964.828316556884,0.0,-84.515,46.485,1.0,10.0,2.85,-1.5499999999999998,0.65,17.35,0.0,0.0,0.0,0.05,28.5,28.0,37.0,2020.0,280.0,1.8333333333333333
2020-01-11,Algoma District,1.8333333333333333,0.0,0.0,0.0,1561.862699043389,0.0,-84.515,46.485,1.0,11.0,-1.5,-13.45,-7.5,25.5,0.0,0.0,2.6,1.6,29.5,35.0,41.0,2020.0,170.0,2.75
2020-01-12,Algoma District,2.75,0.0,0.0,0.0,2480.1095922532386,0.0,-84.515,46.485,1.0,12.0,-11.2,-14.85,-13.05,31.05,0.0,0.0,0.2,0.0,29.0,7.5,35.5,2020.0,75.0,3.333333333333333
2020-01-13,Algoma District,3.333333333333333,0.0,0.0,0.0,4000.0,1.0,-84.515,46.485,1.0,13.0,-5.4,-12.1,-8.75,26.75,0.0,0.0,0.2,0.0,29.0,8.0,33.0,2020.0,80.0,5.333333333333333
2020-01-14,Algoma District,5.333333333333333,0.0,0.0,0.0,2463.57899100786,0.0,-84.515,46.485,1.0,14.0,0.85,-5.45,-2.3,20.3,0.0,0.0,1.0,1.0,29.5,27.0,38.5,2020.0,270.0,3.375
2020-01-15,Algoma District,3.375,0.0,0.0,0.0,2349.3789344296256,0.0,-84.515,46.485,1.0,15.0,0.3,-1.95,-0.8500000000000001,18.85,0.0,0.0,0.6,0.15,30.0,26.0,41.0,2020.0,260.0,2.583333333333333
2020-01-16,Algoma District,2.583333333333333,0.0,0.0,0.0,1431.1304220198926,0.0,-84.515,46.485,1.0,16.0,-1.55,-11.7,-6.65,24.65,0.0,0.0,2.6,1.05,31.0,34.0,47.5,2020.0,340.0,3.0
2020-01-17,Algoma District,3.0,0.0,0.0,0.0,2946.7836304828643,0.0,-84.515,46.485,1.0,17.0,-8.4,-13.8,-11.1,29.1,0.0,0.0,0.4,0.0,30.0,9.0,38.0,2020.0,90.0,2.708333333333333
2020-01-18,Algoma District,2.708333333333333,0.0,0.0,0.0,1550.0974134520543,0.0,-84.515,46.485,1.0,18.0,-6.55,-11.35,-8.95,26.95,0.0,0.0,10.6,6.550000000000001,29.0,10.5,52.5,2020.0,105.0,1.875
2020-01-19,Algoma District,1.875,0.0,0.0,0.0,2667.447252233322,0.0,-84.515,46.485,1.0,19.0,-6.7,-20.9,-13.8,31.8,0.0,0.0,0.0,0.05,38.0,34.0,39.0,2020.0,340.0,3.0416666666666665
2020-01-20,Algoma District,3.0416666666666665,0.0,0.0,0.0,531.8336718839596,0.0,-84.515,46.485,1.0,20.0,-3.45,-22.200000000000003,-12.85,30.85,0.0,0.0,1.2,0.1,37.5,31.0,42.0,2020.0,310.0,8.5
2020-01-21,Algoma District,8.5,0.0,0.0,0.0,1814.737727401744,0.0,-84.515,46.485,1.0,21.0,-1.4500000000000002,-8.0,-4.7,22.7,0.0,0.0,0.0,0.0,37.0,23.0,41.5,2020.0,230.0,8.416666666666666
2020-01-22,Algoma District,8.416666666666666,0.0,0.0,0.0,1431.1361649109303,0.0,-84.515,46.485,1.0,22.0,1.05,-1.6,-0.3,18.3,0.0,0.0,7.4,5.15,36.5,22.0,46.0,2020.0,220.0,9.791666666666666
2020-01-23,Algoma District,9.791666666666666,0.0,0.0,0.0,2187.754821956888,0.0,-84.515,46.485,1.0,23.0,1.0,-0.55,0.25,17.75,0.0,0.0,3.4,2.45,41.0,9.0,32.0,2020.0,90.0,5.416666666666667
2020-01-24,Algoma District,5.416666666666667,0.0,0.0,0.0,2328.609386501841,0.0,-84.515,46.485,1.0,24.0,2.5,-0.6499999999999999,0.95,17.05,0.0,0.4,0.4,0.6000000000000001,42.5,10.0,43.0,2020.0,100.0,4.083333333333333
2020-01-25,Algoma District,4.083333333333333,0.0,0.0,0.0,2273.0132832378777,0.0,-84.515,46.485,1.0,25.0,2.1,0.1,1.1,16.9,0.0,1.0,3.0,4.800000000000001,42.0,8.5,37.0,2020.0,85.0,1.4583333333333333
2020-01-26,Algoma District,1.4583333333333333,0.0,0.0,0.0,2263.9619667234983,0.0,-84.515,46.485,1.0,26.0,0.7,-2.4,-0.85,18.85,0.0,0.0,2.4,1.45,37.5,32.5,36.0,2020.0,325.0,1.125
2020-01-27,Algoma District,1.125,0.0,0.0,0.0,2225.7351048838395,0.0,-84.515,46.485,1.0,27.0,-0.4499999999999999,-3.25,-1.85,19.85,0.0,0.0,1.0,0.6,38.5,30.0,33.0,2020.0,300.0,1.0833333333333333
2020-01-28,Algoma District,1.0833333333333333,0.0,0.0,0.0,2105.925017024176,0.0,-84.515,46.485,1.0,28.0,-2.75,-6.6,-4.699999999999999,22.700000000000003,0.0,0.0,0.8,0.8999999999999999,39.0,27.0,35.0,2020.0,270.0,1.625
2020-01-29,Algoma District,1.625,0.0,0.0,0.0,2201.0831382847905,0.0,-84.515,46.485,1.0,29.0,-6.050000000000001,-9.55,-7.85,25.85,0.0,0.0,0.0,0.0,39.0,27.0,34.25,2020.0,270.0,2.625
2020-01-30,Algoma District,2.625,0.0,0.0,0.0,2110.945158638386,0.0,-84.515,46.485,1.0,30.0,-2.85,-6.5,-4.699999999999999,22.700000000000003,0.0,0.0,1.0,0.45,39.5,27.0,33.5,2020.0,270.0,11.083333333333334
2020-01-31,Algoma District,11.083333333333334,0.0,0.0,0.0,2186.842891185713,0.0,-84.515,46.485,1.0,31.0,-0.1,-3.05,-1.6,19.6,0.0,0.0,0.8,0.55,39.5,,32.75,2020.0,,8.125
2020-02-01,Algoma District,8.125,0.0,0.0,0.0,1614.391878678549,0.0,-84.515,46.485,2.0,1.0,1.0,-2.4,-0.75,18.75,0.0,0.0,0.8,1.8,39.5,27.0,32.0,2020.0,270.0,5.583333333333333
2020-02-02,Algoma District,5.583333333333333,0.0,0.0,0.0,1465.0441111177283,0.0,-84.515,46.485,2.0,2.0,1.0,-0.85,0.1,17.9,0.0,0.0,4.2,2.25,40.0,30.0,45.0,2020.0,300.0,1.375
2020-02-03,Algoma District,1.375,0.0,0.0,0.0,1629.7275055371294,0.0,-84.515,46.485,2.0,3.0,2.05,-1.4500000000000002,0.3,17.7,0.0,0.0,0.0,0.0,41.0,29.0,46.5,2020.0,290.0,2.333333333333333
2020-02-04,Algoma District,2.333333333333333,0.0,0.0,0.0,1981.2845478935128,0.0,-84.515,46.485,2.0,4.0,-0.55,-8.05,-4.3,22.3,0.0,0.0,3.0,1.25,40.5,30.5,58.0,2020.0,305.0,3.4166666666666665
2020-02-05,Algoma District,3.4166666666666665,0.0,0.0,0.0,2590.7875913489274,0.0,-84.515,46.485,2.0,5.0,-3.8,-12.75,-8.3,26.3,0.0,0.0,0.2,0.0,42.0,22.5,39.5,2020.0,225.0,6.958333333333333
2020-02-06,Algoma District,6.958333333333333,0.0,0.0,0.0,2311.5026154806,0.0,-84.515,46.485,2.0,6.0,-2.05,-14.3,-8.2,26.2,0.0,0.0,0.6,0.6,41.5,22.5,39.0,2020.0,225.0,2.5
2020-02-07,Algoma District,2.5,0.0,0.0,0.0,2311.181667509681,0.0,-84.515,46.485,2.0,7.0,-3.9,-19.8,-11.85,29.85,0.0,0.0,0.4,0.2,42.0,22.5,38.5,2020.0,225.0,2.458333333333333
2020-02-08,Algoma District,2.458333333333333,0.0,0.0,0.0,1924.873422983184,0.0,-84.515,46.485,2.0,8.0,-12.25,-25.85,-19.05,37.05,0.0,0.0,0.0,0.0,41.5,,38.0,2020.0,,5.166666666666667
2020-02-09,Algoma District,5.166666666666667,0.0,0.0,0.0,2010.0545979704048,0.0,-84.515,46.485,2.0,9.0,-2.7,-16.549999999999997,-9.65,27.65,0.0,0.0,4.8,4.3,42.0,,,2020.0,,4.208333333333333
2020-02-10,Algoma District,4.208333333333333,0.0,0.0,0.0,1487.709614462551,0.0,-84.515,46.485,2.0,10.0,-1.7000000000000002,-13.8,-7.75,25.75,0.0,0.0,0.0,0.0,45.5,,,2020.0,,5.458333333333333
2020-02-11,Algoma District,5.458333333333333,0.0,0.0,0.0,2858.911939678709,0.0,-84.515,46.485,2.0,11.0,-1.0,-14.35,-7.699999999999999,25.7,0.0,0.0,1.8,1.3,44.5,29.5,36.5,2020.0,295.0,6.875
2020-02-12,Algoma District,6.875,0.0,0.0,0.0,2200.0887337349614,0.0,-84.515,46.485,2.0,12.0,1.95,-17.049999999999997,-7.550000000000001,25.55,0.0,0.0,1.0,0.6,46.0,22.0,55.0,2020.0,220.0,2.708333333333333
2020-02-13,Algoma District,2.708333333333333,0.0,0.0,0.0,2294.4149929112086,0.0,-84.515,46.485,2.0,13.0,-14.2,-23.200000000000003,-18.7,36.7,0.0,0.0,0.8,0.15,43.5,31.0,35.0,2020.0,310.0,3.2916666666666665
2020-02-14,Algoma District,3.2916666666666665,0.0,0.0,0.0,2135.5700199284443,0.0,-84.515,46.485,2.0,14.0,-8.100000000000001,-20.65,-14.4,32.4,0.0,0.0,0.2,0.1,43.5,18.5,38.0,2020.0,185.0,7.125
2020-02-15,Algoma District,7.125,0.0,0.0,0.0,2682.3449228646755,0.0,-84.515,46.485,2.0,15.0,-3.05,-9.5,-6.300000000000001,24.3,0.0,0.0,3.0,2.25,43.0,21.0,42.0,2020.0,210.0,3.75
2020-02-16,Algoma District,3.75,0.0,0.0,0.0,2601.9134872518766,0.0,-84.515,46.485,2.0,16.0,-4.0,-10.25,-7.1,25.1,0.0,0.0,3.4,1.4,41.5,30.5,50.0,2020.0,305.0,3.1666666666666665
2020-02-17,Algoma District,3.1666666666666665,0.0,0.0,0.0,507.45884261304735,0.0,-84.515,46.485,2.0,17.0,-4.699999999999999,-10.9,-7.85,25.85,0.0,0.0,0.6,0.1,45.5,10.5,40.0,2020.0,105.0,2.625
2020-02-18,Algoma District,2.625,0.0,0.0,0.0,2153.732353565584,0.0,-84.515,46.485,2.0,18.0,-1.35,-9.5,-5.449999999999999,23.450000000000003,0.0,0.0,10.2,6.0,45.5,29.5,63.0,2020.0,295.0,2.5416666666666665
2020-02-19,Algoma District,2.5416666666666665,0.0,0.0,0.0,491.0886873915496,0.0,-84.515,46.485,2.0,19.0,-7.6,-11.1,-9.35,27.35,0.0,0.0,13.2,5.2,56.0,28.0,42.5,2020.0,280.0,5.041666666666667
2020-02-20,Algoma District,5.041666666666667,0.0,0.0,0.0,457.8295476844873,0.0,-84.515,46.485,2.0,20.0,-6.7,-26.75,-16.75,34.75,0.0,0.0,0.0,0.15,59.5,3.0,35.0,2020.0,30.0,9.875
2020-02-21,Algoma District,9.875,0.0,0.0,0.0,465.8750944032541,0.0,-84.515,46.485,2.0,21.0,1.25,-19.15,-8.95,26.950000000000003,0.0,0.0,0.0,0.0,58.5,24.5,54.5,2020.0,245.0,10.25
2020-02-22,Algoma District,10.25,0.0,0.0,0.0,211.49334835388007,0.0,-84.515,46.485,2.0,22.0,4.15,-6.5,-1.2000000000000002,19.200000000000003,0.0,0.0,0.0,0.0,56.0,22.0,32.0,2020.0,220.0,10.166666666666666
2020-02-23,Algoma District,10.166666666666666,0.0,0.0,0.0,249.7979285818942,0.0,-84.515,46.485,2.0,23.0,5.1,-7.050000000000001,-1.0,19.0,0.0,0.0,0.0,0.0,52.0,20.0,44.0,2020.0,200.0,3.0416666666666665
2020-02-24,Algoma District,3.0416666666666665,0.0,0.0,0.0,210.7552064168445,0.0,-84.515,46.485,2.0,24.0,3.35,-5.65,-1.15,19.15,0.0,0.0,0.0,0.0,49.0,31.5,36.0,2020.0,315.0,2.708333333333333
2020-02-25,Algoma District,2.708333333333333,0.0,0.0,0.0,919.1591811567424,0.0,-84.515,46.485,2.0,25.0,-0.85,-10.4,-5.6,23.6,0.0,0.0,0.0,0.0,48.0,33.5,38.0,2020.0,335.0,2.5
2020-02-26,Algoma District,2.5,0.0,0.0,0.0,326.94348104862826,0.0,-84.515,46.485,2.0,26.0,-3.55,-10.75,-7.15,25.15,0.0,0.0,0.0,0.0,47.5,5.5,33.5,2020.0,55.0,2.0
2020-02-27,Algoma District,2.0,0.0,0.0,0.0,2002.327070688837,0.0,-84.515,46.485,2.0,27.0,-8.4,-14.85,-11.65,29.65,0.0,0.0,6.8,5.2,43.0,31.0,58.0,2020.0,310.0,3.0416666666666665
2020-02-28,Algoma District,3.0416666666666665,0.0,0.0,0.0,1422.108628082868,0.0,-84.515,46.485,2.0,28.0,-7.8,-9.7,-8.75,26.75,0.0,0.0,14.2,8.2,54.5,33.0,50.0,2020.0,330.0,4.708333333333333
2020-02-29,Algoma District,4.708333333333333,0.0,0.0,0.0,307.6081649812914,0.0,-84.515,46.485,2.0,29.0,-3.35,-21.85,-12.65,30.65,0.0,0.0,0.0,0.0,57.0,30.0,39.0,2020.0,300.0,4.708333333333333
2020-03-01,Algoma District,4.708333333333333,0.0,0.0,0.0,323.1614217186458,0.0,-84.515,46.485,3.0,1.0,2.85,-11.55,-4.35,22.35,0.0,0.0,0.0,0.0,56.0,13.0,44.5,2020.0,130.0,3.7916666666666665
2020-03-02,Algoma District,3.7916666666666665,0.0,0.0,0.0,210.8202796028893,0.0,-84.515,46.485,3.0,2.0,0.9,-11.6,-5.4,23.4,0.0,0.0,0.0,0.0,54.5,30.5,38.5,2020.0,305.0,4.375
2020-03-03,Algoma District,4.375,0.0,0.0,0.0,1972.681653137539,0.0,-84.515,46.485,3.0,3.0,3.55,-10.6,-3.55,21.55,0.0,0.0,2.7,2.0,54.0,30.5,42.0,2020.0,305.0,3.2916666666666665
2020-03-04,Algoma District,3.2916666666666665,0.0,0.0,0.0,471.8899363211076,0.0,-84.515,46.485,3.0,4.0,-0.2,-7.55,-3.9,21.9,0.0,0.0,0.8,0.55,57.5,31.5,45.5,2020.0,315.0,2.625
2020-03-05,Algoma District,2.625,0.0,0.0,0.0,269.12913972099835,0.0,-84.515,46.485,3.0,5.0,-0.8,-13.9,-7.35,25.35,0.0,0.0,10.6,6.3,56.0,7.0,44.5,2020.0,70.0,3.2916666666666665
2020-03-06,Algoma District,3.2916666666666665,0.0,0.0,0.0,316.52814882679667,0.0,-84.515,46.485,3.0,6.0,-2.1,-17.65,-9.9,27.9,0.0,0.0,1.2,0.25,63.0,18.5,40.5,2020.0,185.0,3.25
2020-03-07,Algoma District,3.25,0.0,0.0,0.0,850.0139674507038,0.0,-84.515,46.485,3.0,7.0,3.7,-18.15,-7.2,25.2,0.0,0.0,0.0,0.0,62.0,18.5,33.0,2020.0,185.0,8.045454545454545
2020-03-08,Algoma District,8.045454545454545,0.0,0.0,0.0,319.74256656944846,0.0,-84.515,46.485,3.0,8.0,9.65,-6.65,1.5,16.5,0.0,0.0,0.0,0.0,61.5,19.5,35.0,2020.0,195.0,8.833333333333334
2020-03-09,Algoma District,8.833333333333334,0.0,0.0,0.0,1382.1109943459342,0.0,-84.515,46.485,3.0,9.0,8.2,-2.95,2.65,15.35,0.0,1.1,0.8,1.6,55.0,31.0,39.0,2020.0,310.0,4.25
2020-03-10,Algoma District,4.25,0.0,0.0,0.0,318.3370351005276,0.0,-84.515,46.485,3.0,10.0,-1.55,-10.15,-5.85,23.85,0.0,1.8,1.2,1.8,53.0,30.5,44.0,2020.0,305.0,4.5
2020-03-11,Algoma District,4.5,0.0,0.0,0.0,306.60160945235754,0.0,-84.515,46.485,3.0,11.0,1.4,-9.75,-4.199999999999999,22.200000000000003,0.0,0.0,4.2,2.9,50.0,30.5,44.75,2020.0,305.0,8.416666666666666
2020-03-12,Algoma District,8.416666666666666,0.0,0.0,0.0,2204.259044855105,0.0,-84.515,46.485,3.0,12.0,5.25,-0.15,2.6,15.4,0.0,4.8,0.4,6.050000000000001,52.0,11.5,45.5,2020.0,115.0,1.9166666666666667
2020-03-13,Algoma District,1.9166666666666667,0.0,0.0,0.0,2799.921799378702,0.0,-84.515,46.485,3.0,13.0,2.65,-1.5499999999999998,0.55,17.450000000000003,0.0,0.2,1.6,0.7000000000000001,47.0,28.0,74.5,2020.0,280.0,2.5
2020-03-14,Algoma District,2.5,0.0,0.0,0.0,315.31186860517204,0.0,-84.515,46.485,3.0,14.0,-1.1,-5.800000000000001,-3.45,21.450000000000003,0.0,0.0,0.0,0.0,46.5,32.0,48.0,2020.0,320.0,2.7916666666666665
2020-03-15,Algoma District,2.7916666666666665,0.0,0.0,0.0,213.28473708782,0.0,-84.515,46.485,3.0,15.0,-1.2999999999999998,-13.9,-7.6,25.6,0.0,0.0,0.0,0.0,46.5,32.0,49.5,2020.0,320.0,3.9583333333333335
2020-03-16,Algoma District,3.9583333333333335,0.0,0.0,0.0,2391.420776876429,0.0,-84.515,46.485,3.0,16.0,0.35,-7.55,-3.65,21.65,0.0,0.0,1.8,1.6,46.5,32.0,51.0,2020.0,320.0,4.708333333333333
2020-03-17,Algoma District,4.708333333333333,0.0,0.0,0.0,311.8848691221713,0.0,-84.515,46.485,3.0,17.0,0.35,-10.85,-5.25,23.25,0.0,0.0,1.2,0.6,48.0,28.0,52.5,2020.0,280.0,4.208333333333333
2020-03-18,Algoma District,4.208333333333333,0.0,0.0,0.0,211.57810334925264,0.0,-84.515,46.485,3.0,18.0,2.4,-10.35,-4.0,22.0,0.0,0.0,0.0,0.0,47.5,28.0,46.75,2020.0,280.0,3.75
2020-03-19,Algoma District,3.75,1.0,1.0,1.8,5.973931904559426,0.0,-84.515,46.485,3.0,19.0,4.75,-4.3,0.25,17.75,0.0,15.4,0.0,15.35,46.5,9.5,41.0,2020.0,95.0,2.7916666666666665
2020-03-20,Algoma District,2.7916666666666665,0.0,0.0,0.0,1428.4806296960533,0.0,-84.515,46.485,3.0,20.0,1.35,-10.6,-4.65,22.65,0.0,0.2,0.8,0.75,43.5,32.5,59.0,2020.0,325.0,7.391304347826087
2020-03-21,Algoma District,7.391304347826087,0.0,0.0,0.0,213.4890270888501,0.0,-84.515,46.485,3.0,21.0,-3.2,-17.85,-10.5,28.5,0.0,0.0,0.0,0.0,43.5,28.0,33.0,2020.0,280.0,4.958333333333333
2020-03-22,Algoma District,4.958333333333333,0.0,0.0,0.0,466.91977030298114,0.0,-84.515,46.485,3.0,22.0,-0.35,-15.5,-7.949999999999999,25.95,0.0,0.0,0.0,0.0,42.0,12.5,42.0,2020.0,125.0,8.166666666666666
2020-03-23,Algoma District,8.166666666666666,0.0,0.0,0.0,213.45415070861583,0.0,-84.515,46.485,3.0,23.0,3.4,-6.449999999999999,-1.55,19.55,0.0,0.0,0.0,0.0,40.0,12.5,39.0,2020.0,125.0,9.541666666666666
2020-03-24,Algoma District,9.541666666666666,0.0,0.0,0.0,211.0959351008433,0.0,-84.515,46.485,3.0,24.0,6.050000000000001,-8.15,-1.05,19.05,0.0,0.0,0.0,0.0,37.5,12.5,36.0,2020.0,125.0,13.583333333333334
2020-03-25,Algoma District,13.583333333333334,0.0,0.0,0.0,486.4065240500093,0.0,-84.515,46.485,3.0,25.0,5.25,-0.4,2.4,15.6,0.0,19.4,0.0,18.75,35.0,20.0,33.0,2020.0,200.0,2.9166666666666665
2020-03-26,Algoma District,2.9166666666666665,0.0,0.0,0.0,482.9309588449654,0.0,-84.515,46.485,3.0,26.0,3.6,-0.7,1.4,16.6,0.0,2.2,0.0,1.95,31.0,20.0,36.333333333333336,2020.0,200.0,3.333333333333333
2020-03-27,Algoma District,3.333333333333333,0.0,0.0,0.0,210.89093584607363,0.0,-84.515,46.485,3.0,27.0,6.15,-4.95,0.6,17.4,0.0,0.0,0.0,0.0,26.5,20.0,39.66666666666666,2020.0,200.0,3.625
2020-03-28,Algoma District,3.625,0.0,0.0,0.0,211.78974101538307,0.0,-84.515,46.485,3.0,28.0,8.649999999999999,-0.1,4.3,13.7,0.0,0.0,0.0,0.0,20.0,8.0,43.0,2020.0,80.0,2.625
2020-03-29,Algoma District,2.625,0.0,0.0,0.0,968.8375479502356,0.0,-84.515,46.485,3.0,29.0,6.7,1.65,4.199999999999999,13.8,0.0,4.6,0.0,5.9,16.0,9.0,57.0,2020.0,90.0,2.25
2020-03-30,Algoma District,2.25,0.0,0.0,0.0,414.0698285635902,0.0,-84.515,46.485,3.0,30.0,4.85,0.75,2.8,15.2,0.0,0.2,0.0,0.1,12.0,4.5,39.0,2020.0,45.0,4.291666666666667
2020-03-31,Algoma District,4.291666666666667,0.0,0.0,0.0,968.1764935304986,0.0,-84.515,46.485,3.0,31.0,3.85,0.0,1.95,16.05,0.0,0.0,0.0,0.0,11.5,4.5,38.75,2020.0,45.0,3.458333333333333
2020-04-01,Algoma District,3.458333333333333,0.0,0.0,0.0,211.02844175149403,0.0,-84.515,46.485,4.0,1.0,7.1,0.55,3.85,14.15,0.0,0.0,0.0,0.0,9.0,30.5,38.5,2020.0,305.0,4.291666666666667
2020-04-02,Algoma District,4.291666666666667,0.0,0.0,0.0,210.94011519608856,0.0,-84.515,46.485,4.0,2.0,7.2,-2.35,2.45,15.55,0.0,0.0,0.0,0.0,7.5,28.0,35.0,2020.0,280.0,3.333333333333333
2020-04-03,Algoma District,3.333333333333333,0.0,0.0,0.0,1630.724089718898,0.0,-84.515,46.485,4.0,3.0,12.0,-4.3,3.85,14.15,0.0,0.0,0.0,0.0,7.0,28.0,41.0,2020.0,280.0,3.1666666666666665
2020-04-04,Algoma District,3.1666666666666665,0.0,0.0,0.0,2158.404126172575,0.0,-84.515,46.485,4.0,4.0,2.45,-1.5,0.5,17.5,0.0,1.7,0.4,3.3,4.5,30.5,47.0,2020.0,305.0,3.458333333333333
2020-04-05,Algoma District,3.458333333333333,0.0,0.0,0.0,3035.880759801709,0.0,-84.515,46.485,4.0,5.0,5.6,-4.0,0.8500000000000001,17.15,0.0,0.0,0.0,0.0,4.0,31.0,35.0,2020.0,310.0,6.916666666666667
2020-04-06,Algoma District,6.916666666666667,0.0,0.0,0.0,423.0870192109571,0.0,-84.515,46.485,4.0,6.0,8.2,-4.0,2.1500000000000004,15.85,0.0,0.0,0.0,0.0,0.5,31.0,35.666666666666664,2020.0,310.0,5.791666666666667
2020-04-07,Algoma District,5.791666666666667,0.0,0.0,0.0,860.5803301897756,0.0,-84.515,46.485,4.0,7.0,4.9,-2.35,1.25,16.75,0.0,3.0,0.0,3.15,0.5,31.0,36.333333333333336,2020.0,310.0,3.875
2020-04-08,Algoma District,3.875,0.0,0.0,0.0,532.5673671722122,0.0,-84.515,46.485,4.0,8.0,8.55,0.8500000000000001,4.7,13.3,0.0,2.6,0.0,1.75,0.0,27.5,37.0,2020.0,275.0,2.583333333333333
2020-04-09,Algoma District,2.583333333333333,0.0,0.0,0.0,1344.7957360857376,0.0,-84.515,46.485,4.0,9.0,3.1,-0.65,1.25,16.75,0.0,0.0,0.0,0.75,0.0,30.0,54.5,2020.0,300.0,3.9583333333333335
2020-04-10,Algoma District,3.9583333333333335,0.0,0.0,0.0,1166.7718805995648,0.0,-84.515,46.485,4.0,10.0,1.7,-2.3,-0.3,18.3,0.0,0.0,0.0,0.0,0.0,30.0,50.5,2020.0,300.0,4.130434782608695
2020-04-11,Algoma District,4.130434782608695,0.0,0.0,0.0,427.4082522957903,0.0,-84.515,46.485,4.0,11.0,9.85,-4.75,2.55,15.45,0.0,0.0,0.0,0.0,0.0,21.0,35.0,2020.0,210.0,6.333333333333333
2020-04-12,Algoma District,6.333333333333333,0.0,0.0,0.0,458.99712198742856,0.0,-84.515,46.485,4.0,12.0,4.6,-1.35,1.65,16.35,0.0,2.8,0.0,3.0,0.0,7.5,40.5,2020.0,75.0,3.4166666666666665
2020-04-13,Algoma District,3.4166666666666665,0.0,0.0,0.0,1764.8045476187085,0.0,-84.515,46.485,4.0,13.0,4.55,-2.8,0.9,17.1,0.0,10.0,5.4,12.6,0.0,30.5,65.5,2020.0,305.0,4.125
2020-04-14,Algoma District,4.125,0.0,0.0,0.0,1168.2100659004536,0.0,-84.515,46.485,4.0,14.0,-0.3,-5.7,-3.05,21.05,0.0,0.0,5.8,4.5,2.5,26.0,41.5,2020.0,260.0,3.25
2020-04-15,Algoma District,3.25,0.0,0.0,0.0,471.8302289366929,0.0,-84.515,46.485,4.0,15.0,-1.2,-5.75,-3.5,21.5,0.0,0.0,4.4,2.5,7.5,30.0,42.5,2020.0,300.0,4.913043478260869
2020-04-16,Algoma District,4.913043478260869,0.0,0.0,0.0,1043.656274804359,0.0,-84.515,46.485,4.0,16.0,1.15,-5.65,-2.3,20.3,0.0,0.0,0.0,0.0,3.5,32.0,44.0,2020.0,320.0,4.875
2020-04-17,Algoma District,4.875,0.0,0.0,0.0,969.0011776717504,0.0,-84.515,46.485,4.0,17.0,5.5,-6.25,-0.4,18.4,0.0,0.0,0.0,0.0,1.0,34.0,39.0,2020.0,340.0,6.75
2020-04-18,Algoma District,6.75,0.0,0.0,0.0,1082.8327603711627,0.0,-84.515,46.485,4.0,18.0,9.9,-5.8,2.05,15.95,0.0,0.2,0.0,0.3,0.5,22.5,58.0,2020.0,225.0,4.0
2020-04-19,Algoma District,4.0,0.0,0.0,0.0,251.20581788265287,0.0,-84.515,46.485,4.0,19.0,3.45,-6.699999999999999,-1.65,19.65,0.0,0.0,0.0,0.0,0.0,31.0,53.0,2020.0,310.0,4.875
